epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,238.706,1.0412,0.7205,1.20969,0.71856,0.63806,0.68012,0.37564,1.6982,1.19882,1.75927,0.00045941,0.00045941,0.00045941
43,244.262,1.04042,0.70996,1.21052,0.78092,0.61243,0.68373,0.3956,1.63338,1.15863,1.69257,0.00045842,0.00045842,0.00045842
44,249.846,1.0298,0.68121,1.17933,0.81914,0.62497,0.71426,0.41901,1.61582,1.13159,1.69247,0.00045743,0.00045743,0.00045743
45,255.655,1.01844,0.6733,1.17864,0.75236,0.66096,0.71653,0.41686,1.6243,1.15021,1.68556,0.00045644,0.00045644,0.00045644
46,261.248,0.97239,0.6407,1.16195,0.79944,0.64446,0.71499,0.40619,1.62448,1.11147,1.69872,0.00045545,0.00045545,0.00045545
47,266.818,0.97382,0.63436,1.15191,0.81254,0.6206,0.69897,0.40791,1.65443,1.16287,1.74686,0.00045446,0.00045446,0.00045446
48,272.408,0.97976,0.62665,1.14983,0.75877,0.66216,0.70962,0.40918,1.62199,1.13208,1.72367,0.00045347,0.00045347,0.00045347
49,278.012,0.97032,0.63629,1.14088,0.7976,0.58764,0.68673,0.40709,1.61133,1.19349,1.70525,0.00045248,0.00045248,0.00045248
50,283.621,0.97765,0.64958,1.14802,0.7304,0.63019,0.67086,0.37827,1.65029,1.16087,1.72048,0.00045149,0.00045149,0.00045149
51,289.216,0.96571,0.63044,1.14668,0.7533,0.62548,0.69491,0.39197,1.65634,1.1249,1.72914,0.0004505,0.0004505,0.0004505
52,294.798,0.95757,0.62477,1.14521,0.74144,0.63778,0.69114,0.39634,1.62904,1.21378,1.70621,0.00044951,0.00044951,0.00044951
53,300.375,0.95256,0.63101,1.15838,0.70843,0.6738,0.69801,0.39851,1.67629,1.16958,1.76116,0.00044852,0.00044852,0.00044852
54,305.973,0.95198,0.63472,1.13836,0.73254,0.64559,0.69269,0.38726,1.71843,1.16775,1.77103,0.00044753,0.00044753,0.00044753
55,311.553,0.95465,0.63654,1.14098,0.76286,0.62827,0.68055,0.38879,1.68711,1.19157,1.7689,0.00044654,0.00044654,0.00044654
56,317.148,0.91875,0.604,1.13277,0.74981,0.66411,0.71798,0.4098,1.67083,1.15001,1.76492,0.00044555,0.00044555,0.00044555
57,322.727,0.9305,0.60863,1.12692,0.79657,0.6468,0.71475,0.40762,1.64022,1.15855,1.71473,0.00044456,0.00044456,0.00044456
58,328.334,0.92189,0.61012,1.13566,0.78915,0.63049,0.69298,0.39741,1.66346,1.19318,1.77536,0.00044357,0.00044357,0.00044357
59,333.915,0.88057,0.57102,1.09581,0.80895,0.63166,0.71989,0.41326,1.63687,1.11184,1.73294,0.00044258,0.00044258,0.00044258
60,339.516,0.90341,0.5917,1.11297,0.78649,0.66999,0.7272,0.41313,1.63218,1.0692,1.73994,0.00044159,0.00044159,0.00044159
61,345.097,0.90721,0.59281,1.11977,0.80936,0.65173,0.72543,0.42158,1.63429,1.10193,1.7462,0.0004406,0.0004406,0.0004406
62,350.936,0.8999,0.57521,1.10678,0.81866,0.61088,0.71582,0.40977,1.6451,1.15855,1.74648,0.00043961,0.00043961,0.00043961
63,356.509,0.8883,0.56633,1.09241,0.77836,0.65892,0.73349,0.42375,1.64698,1.0577,1.7323,0.00043862,0.00043862,0.00043862
64,362.34,0.87716,0.56612,1.10124,0.77517,0.63726,0.6851,0.39338,1.66084,1.12179,1.73367,0.00043763,0.00043763,0.00043763
65,367.918,0.8911,0.56287,1.10656,0.84468,0.60105,0.71568,0.42345,1.61956,1.08849,1.73149,0.00043664,0.00043664,0.00043664
66,373.515,0.87339,0.53758,1.09727,0.78874,0.62543,0.69831,0.40388,1.64578,1.13841,1.73637,0.00043565,0.00043565,0.00043565
67,379.102,0.87952,0.56327,1.09018,0.79291,0.62451,0.70743,0.40411,1.66493,1.16934,1.73843,0.00043466,0.00043466,0.00043466
68,384.71,0.87127,0.55902,1.09542,0.81337,0.63592,0.71482,0.40911,1.64752,1.17162,1.73883,0.00043367,0.00043367,0.00043367
69,390.288,0.86809,0.55121,1.07608,0.78718,0.67186,0.72331,0.39915,1.67943,1.13809,1.78682,0.00043268,0.00043268,0.00043268
70,395.884,0.83986,0.54651,1.0725,0.78951,0.67737,0.74056,0.41397,1.66007,1.09475,1.7692,0.00043169,0.00043169,0.00043169
71,401.464,0.84142,0.55486,1.08325,0.80683,0.65023,0.71797,0.41439,1.63179,1.10823,1.75049,0.0004307,0.0004307,0.0004307
72,407.055,0.84826,0.55516,1.07938,0.76923,0.65637,0.71907,0.40529,1.66039,1.12559,1.78637,0.00042971,0.00042971,0.00042971
73,412.629,0.82586,0.52168,1.05552,0.83533,0.62354,0.71366,0.40589,1.66416,1.17298,1.80662,0.00042872,0.00042872,0.00042872
74,418.217,0.82427,0.5353,1.07317,0.79098,0.6147,0.70726,0.41741,1.61643,1.21434,1.75176,0.00042773,0.00042773,0.00042773
75,423.803,0.81568,0.51208,1.05966,0.82499,0.6293,0.72219,0.41439,1.62608,1.12652,1.72149,0.00042674,0.00042674,0.00042674
76,429.394,0.82729,0.53847,1.08486,0.79972,0.65325,0.73263,0.41971,1.6556,1.1179,1.80954,0.00042575,0.00042575,0.00042575
77,434.964,0.83642,0.54411,1.08153,0.7872,0.67322,0.74373,0.43714,1.59348,1.08466,1.73019,0.00042476,0.00042476,0.00042476
78,440.791,0.80795,0.52714,1.06301,0.77967,0.66707,0.74006,0.42616,1.62769,1.14515,1.76688,0.00042377,0.00042377,0.00042377
79,446.368,0.80727,0.50845,1.04933,0.80303,0.67632,0.73893,0.42669,1.61174,1.05006,1.75512,0.00042278,0.00042278,0.00042278
80,451.964,0.80391,0.50322,1.05838,0.83384,0.6413,0.73081,0.4361,1.61158,1.0848,1.71775,0.00042179,0.00042179,0.00042179
81,457.537,0.79643,0.50762,1.04816,0.79363,0.66062,0.72927,0.42431,1.64258,1.14971,1.74744,0.0004208,0.0004208,0.0004208
82,463.138,0.80908,0.50969,1.0479,0.80946,0.65459,0.72321,0.42849,1.63956,1.13013,1.7751,0.00041981,0.00041981,0.00041981
83,468.71,0.77918,0.49962,1.05249,0.80849,0.64896,0.71176,0.42168,1.62661,1.14484,1.74045,0.00041882,0.00041882,0.00041882
84,474.314,0.78011,0.49403,1.03898,0.83431,0.62,0.72826,0.43605,1.59662,1.09519,1.74795,0.00041783,0.00041783,0.00041783
85,479.89,0.7803,0.50478,1.04694,0.82179,0.64581,0.72103,0.42192,1.61994,1.09968,1.74577,0.00041684,0.00041684,0.00041684
86,485.501,0.7909,0.49338,1.04199,0.79043,0.68078,0.73384,0.42906,1.6235,1.0791,1.77277,0.00041585,0.00041585,0.00041585
87,491.086,0.75367,0.49619,1.03945,0.79857,0.62308,0.71329,0.4119,1.63531,1.10369,1.79815,0.00041486,0.00041486,0.00041486
88,496.69,0.7554,0.48756,1.02831,0.79627,0.66044,0.73179,0.43283,1.5747,1.09717,1.73946,0.00041387,0.00041387,0.00041387
89,502.273,0.77102,0.48887,1.042,0.76487,0.68383,0.72907,0.43163,1.60033,1.08731,1.75068,0.00041288,0.00041288,0.00041288
90,507.859,0.75174,0.48236,1.02633,0.75326,0.63873,0.70182,0.41794,1.59535,1.12114,1.77002,0.00041189,0.00041189,0.00041189
91,513.434,0.76236,0.48692,1.02578,0.70791,0.67436,0.70971,0.40888,1.63147,1.14981,1.7784,0.0004109,0.0004109,0.0004109
92,519.024,0.74583,0.48169,1.03833,0.76327,0.64772,0.70799,0.41334,1.64908,1.2068,1.80469,0.00040991,0.00040991,0.00040991
93,524.613,0.7674,0.48572,1.02581,0.85147,0.60557,0.71469,0.42059,1.62951,1.1802,1.79355,0.00040892,0.00040892,0.00040892
94,530.202,0.72252,0.47141,1.01432,0.79515,0.65565,0.72104,0.42603,1.61904,1.16863,1.81168,0.00040793,0.00040793,0.00040793
95,535.785,0.75238,0.47094,1.01562,0.84598,0.64198,0.72484,0.42681,1.62673,1.06594,1.80304,0.00040694,0.00040694,0.00040694
96,541.383,0.7668,0.4788,1.02759,0.78738,0.66027,0.73273,0.42828,1.65289,1.17073,1.76723,0.00040595,0.00040595,0.00040595
97,546.962,0.74082,0.48218,1.0229,0.77856,0.64372,0.71748,0.42448,1.65496,1.15982,1.78944,0.00040496,0.00040496,0.00040496
