epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,6.17964,1.80277,3.46734,1.83907,0.15286,0.13776,0.0821,0.03464,2.21482,3.28167,2.25007,0.0801,0.0001,0.0001
2,12.1954,1.68689,1.86847,1.62595,0.40959,0.32771,0.25096,0.12054,2.06307,7.8478,2.15388,0.0592046,0.000204594,0.000204594
3,18.0162,1.57435,1.68203,1.58692,0.51318,0.3428,0.34913,0.17203,2.03734,3.09565,2.2108,0.0383088,0.000308772,0.000308772
4,23.7622,1.58153,1.49166,1.54198,0.43466,0.43508,0.38184,0.18883,1.88458,2.88243,1.91853,0.0174125,0.000412535,0.000412535
5,29.5173,1.60363,1.47255,1.58926,0.40936,0.46194,0.3483,0.1641,1.95489,2.6209,1.90653,0.00049604,0.00049604,0.00049604
6,35.084,1.55009,1.36492,1.52537,0.39239,0.39021,0.30361,0.15823,1.8689,2.91214,1.95179,0.00049505,0.00049505,0.00049505
7,40.622,1.53144,1.39631,1.56091,0.32582,0.31496,0.23928,0.11985,1.91473,3.51727,2.02081,0.00049406,0.00049406,0.00049406
8,46.1582,1.51952,1.33248,1.51521,0.50929,0.37607,0.36641,0.18871,1.79787,2.25259,1.82266,0.00049307,0.00049307,0.00049307
9,51.6809,1.45386,1.25716,1.46434,0.54628,0.45721,0.49056,0.25079,1.82112,1.7443,1.77011,0.00049208,0.00049208,0.00049208
10,57.4799,1.43259,1.20693,1.44501,0.66799,0.5307,0.57321,0.30069,1.77996,1.53541,1.78002,0.00049109,0.00049109,0.00049109
11,63.2667,1.38021,1.15473,1.4499,0.52131,0.59358,0.53816,0.28377,1.7244,1.55366,1.78373,0.0004901,0.0004901,0.0004901
12,68.8163,1.41603,1.1306,1.43073,0.72753,0.5192,0.60044,0.32546,1.76538,1.49417,1.77905,0.00048911,0.00048911,0.00048911
13,74.6037,1.36902,1.12397,1.43401,0.71371,0.53732,0.58979,0.32208,1.66638,1.61352,1.70042,0.00048812,0.00048812,0.00048812
14,80.1484,1.35128,1.08395,1.42263,0.64821,0.48217,0.53971,0.28168,1.76328,1.65065,1.79351,0.00048713,0.00048713,0.00048713
15,85.6828,1.33776,1.04798,1.415,0.74261,0.51325,0.57312,0.30845,1.80014,1.52163,1.75098,0.00048614,0.00048614,0.00048614
16,91.2425,1.35546,1.05574,1.42014,0.71911,0.53215,0.60954,0.34336,1.69219,1.34467,1.70659,0.00048515,0.00048515,0.00048515
17,97.0158,1.31186,1.03832,1.3922,0.70837,0.58,0.62439,0.34433,1.70722,1.42112,1.7399,0.00048416,0.00048416,0.00048416
18,102.892,1.29889,0.99972,1.38873,0.65258,0.55698,0.59981,0.32825,1.77217,1.44284,1.79916,0.00048317,0.00048317,0.00048317
